"orderNumber","occurrenceID","family","verbatimScientificName","identificationQualifier","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","eventDate","year","basisOfRecord","lifeStage","organismQuantity","organismQuantityType","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","locality","municipality","stateProvince","island","islandGroup","country","countryCode","recordedBy","identifiedBy","identificationRemarks","occurrenceRemarks","associatedMedia","kingdom","scientificName","taxonID","geodeticDatum","language","license","rightsHolder","datasetID","institutionCode","datasetName","taxonRank","nomenclaturalCode"
187,"WL:SNAIL:GC:OCC:00186","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-02,2020,"HumanObservation","adult",5,"exact count",27.8815,-15.7222,25,"Barranco de Mogán eastern slope (E of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49869309703_d4347e7a6d_b.jpg | https://live.staticflickr.com/65535/49869309538_63bba32fbc_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
188,"WL:SNAIL:GC:OCC:00187","Enidae","Napaeus josei",,"Napaeus","josei",,"Santana, Alonso & Ibáñez, 2011",2020-02-02,2020,"HumanObservation","adult",2,"exact count",27.8815,-15.7221,25,"Barranco de Mogán eastern slope (E of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309703_d4347e7a6d_b.jpg | https://live.staticflickr.com/65535/49869309538_63bba32fbc_b.jpg","Animalia","Napaeus josei","checklist_snails_grancanaria:taxon:d536631d09791dae87c57a497abb8d00","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
189,"WL:SNAIL:GC:OCC:00188","Enidae","Napaeus josei",,"Napaeus","josei",,"Santana, Alonso & Ibáñez, 2011",2020-02-02,2020,"HumanObservation","juvenile",1,"exact count",27.8815,-15.7221,25,"Barranco de Mogán eastern slope (E of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309703_d4347e7a6d_b.jpg | https://live.staticflickr.com/65535/49869309538_63bba32fbc_b.jpg","Animalia","Napaeus josei","checklist_snails_grancanaria:taxon:d536631d09791dae87c57a497abb8d00","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
190,"WL:SNAIL:GC:OCC:00189","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-02,2020,"HumanObservation",,40,"estimate count",27.8813,-15.722,25,"Barranco de Mogán eastern slope (E of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309703_d4347e7a6d_b.jpg | https://live.staticflickr.com/65535/49869309538_63bba32fbc_b.jpg","Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
191,"WL:SNAIL:GC:OCC:00190","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2020-02-02,2020,"HumanObservation","adult",1,"exact count",27.8815,-15.7219,25,"Barranco de Mogán eastern slope (E of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309703_d4347e7a6d_b.jpg | https://live.staticflickr.com/65535/49869309538_63bba32fbc_b.jpg","Animalia","Hemicycla saponacea","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
192,"WL:SNAIL:GC:OCC:00191","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2020-02-02,2020,"HumanObservation","juvenile",2,"exact count",27.8815,-15.7219,25,"Barranco de Mogán eastern slope (E of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309703_d4347e7a6d_b.jpg | https://live.staticflickr.com/65535/49869309538_63bba32fbc_b.jpg","Animalia","Hemicycla saponacea","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
193,"WL:SNAIL:GC:OCC:00192","Helicidae","Otala lactea",,"Otala","lactea",,"(O.F. Müller, 1774)",2020-02-02,2020,"HumanObservation","adult",1,"exact count",27.8815,-15.7218,25,"Barranco de Mogán eastern slope (E of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309703_d4347e7a6d_b.jpg | https://live.staticflickr.com/65535/49869309538_63bba32fbc_b.jpg","Animalia","Otala lactea","checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
194,"WL:SNAIL:GC:OCC:00193","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-03,2020,"HumanObservation",,10,"estimate count",27.8841,-15.7248,25,"Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
195,"WL:SNAIL:GC:OCC:00194","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation",,50,"estimate count",27.8841,-15.7248,25,"Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
196,"WL:SNAIL:GC:OCC:00195","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-03,2020,"HumanObservation","adult",1,"exact count",27.8841,-15.7248,25,"Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell",,"Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
197,"WL:SNAIL:GC:OCC:00196","Ferussaciidae","Ferussacia folliculum",,"Ferussacia","folliculum",,"(Schröter, 1784)",2020-02-03,2020,"HumanObservation","adult",2,"exact count",27.8841,-15.7248,25,"Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Ferussacia folliculum","checklist_snails_grancanaria:taxon:03f5c123d00316b8c2af50ee740978ab","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
198,"WL:SNAIL:GC:OCC:00197","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation",,9,"exact count",27.8853,-15.7252,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
199,"WL:SNAIL:GC:OCC:00198","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-03,2020,"HumanObservation",,1,"exact count",27.8853,-15.7255,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
200,"WL:SNAIL:GC:OCC:00199","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation",,1,"exact count",27.886,-15.7267,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
201,"WL:SNAIL:GC:OCC:00200","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-03,2020,"HumanObservation",,4,"exact count",27.886,-15.7267,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
202,"WL:SNAIL:GC:OCC:00201","Helicidae","Otala lactea",,"Otala","lactea",,"(O.F. Müller, 1774)",2020-02-03,2020,"HumanObservation","adult",3,"exact count",27.886,-15.7268,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Otala lactea","checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
203,"WL:SNAIL:GC:OCC:00202","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation",,10,"exact count",27.8863,-15.7269,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
204,"WL:SNAIL:GC:OCC:00203","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-03,2020,"HumanObservation",,10,"exact count",27.8863,-15.7269,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
205,"WL:SNAIL:GC:OCC:00204","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation","adult",7,"exact count",27.8881,-15.7283,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
206,"WL:SNAIL:GC:OCC:00205","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation","juvenile",1,"exact count",27.8881,-15.7283,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
207,"WL:SNAIL:GC:OCC:00206","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-03,2020,"HumanObservation",,15,"estimate count",27.8881,-15.7282,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
208,"WL:SNAIL:GC:OCC:00207","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-03,2020,"HumanObservation",,40,"estimate count",27.8887,-15.7285,25,"Barranco de Mogán western slope (W of Mogán)","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869309358_52f7f769bc_b.jpg | https://live.staticflickr.com/65535/49869309128_97828efd2d_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
209,"WL:SNAIL:GC:OCC:00208","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-03,2020,"HumanObservation",,20,"estimate count",27.8896,-15.7293,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
210,"WL:SNAIL:GC:OCC:00209","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-03,2020,"HumanObservation","adult",3,"exact count",27.8896,-15.7293,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
211,"WL:SNAIL:GC:OCC:00210","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2020-02-03,2020,"HumanObservation",,40,"estimate count",27.8894,-15.7296,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","same species as on Tenerife?","empty shell","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Xerotricha orbignii","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
212,"WL:SNAIL:GC:OCC:00211","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation","adult",1,"exact count",27.8894,-15.7296,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Hemicycla saponacea","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
213,"WL:SNAIL:GC:OCC:00212","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation","juvenile",1,"exact count",27.8894,-15.7296,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Hemicycla saponacea","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
214,"WL:SNAIL:GC:OCC:00213","Enidae","Napaeus josei",,"Napaeus","josei",,"Santana, Alonso & Ibáñez, 2011",2020-02-03,2020,"HumanObservation",,15,"estimate count",27.8893,-15.7295,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Napaeus josei","checklist_snails_grancanaria:taxon:d536631d09791dae87c57a497abb8d00","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
215,"WL:SNAIL:GC:OCC:00214","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-03,2020,"HumanObservation",,50,"estimate count",27.8894,-15.7295,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
216,"WL:SNAIL:GC:OCC:00215","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-03,2020,"HumanObservation","adult",1,"exact count",27.8891,-15.7296,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","alive","https://live.staticflickr.com/65535/49865524788_42bc63b4b2_b.jpg | https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
217,"WL:SNAIL:GC:OCC:00216","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-03,2020,"HumanObservation","juvenile",1,"exact count",27.8891,-15.7296,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","alive","https://live.staticflickr.com/65535/49869842851_e90ffdc37f_b.jpg | https://live.staticflickr.com/65535/49869308728_40a909cf36_b.jpg | https://live.staticflickr.com/65535/49869308488_e0311f16fb_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
