orderNumber,occurrenceID,family,scientificName,genus,species,subspecies,author,eventDate,year,state,individualCount,juvenileCount,adultCount,countMethod,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,locality,municipality,stateProvince,island,islandGroup,country,countryCode,recordedBy,basisOfRecord,disposition,etiket_ref,collection,determinavit (det.),occurrenceRemarks
139,WL:SNAIL:OCC:ES:00138,Enidae,Napaeus obesatus,Napaeus,obesatus,,"(Webb & Berthelot, 1833)",18/09/2018,2018,empty shell,5,1,4,exact,28.095167,-15.590957,25,Los Tilos de Moya location 2,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
140,WL:SNAIL:OCC:ES:00139,Punctidae,Paralaoma servilis,Paralaoma,servilis,,"(Shuttleworth, 1852)",18/09/2018,2018,empty shell,40,,,estimate,28.095167,-15.590957,25,Los Tilos de Moya location 2,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
141,WL:SNAIL:OCC:ES:00140,Helicidae,Hemicycla glasiana,Hemicycla,glasiana,,"(Shuttleworth, 1852)",18/09/2018,2018,empty shell,5,0,5,exact,28.095167,-15.590957,25,Los Tilos de Moya location 2,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
142,WL:SNAIL:OCC:ES:00141,Helicidae,Hemicycla guamartemes,Hemicycla,guamartemes,,"(Grasset, 1857)",18/09/2018,2018,empty shell,1,0,1,exact,28.095167,-15.590957,25,Los Tilos de Moya location 2,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
143,WL:SNAIL:OCC:ES:00142,Helicidae,Hemicycla glasiana,Hemicycla,glasiana,,"(Shuttleworth, 1852)",18/09/2018,2018,empty shell,3,0,3,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
144,WL:SNAIL:OCC:ES:00143,Helicidae,Hemicycla guamartemes,Hemicycla,guamartemes,,"(Grasset, 1857)",18/09/2018,2018,empty shell,1,0,1,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
145,WL:SNAIL:OCC:ES:00144,Helicidae,Hemicycla spec.,Hemicycla,,,,18/09/2018,2018,empty shell,1,1,0,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,shell too small for precise determination
146,WL:SNAIL:OCC:ES:00145,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",18/09/2018,2018,empty shell,3,0,3,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
147,WL:SNAIL:OCC:ES:00146,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,18/09/2018,2018,empty shell,2,2,0,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
148,WL:SNAIL:OCC:ES:00147,Punctidae,Paralaoma servilis,Paralaoma,servilis,,"(Shuttleworth, 1852)",18/09/2018,2018,empty shell,12,2,10,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
149,WL:SNAIL:OCC:ES:00148,Physidae,Physella acuta,Physella,acuta,,"(Draparnaud, 1805)",18/09/2018,2018,empty shell,1,1,0,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,found on land
150,WL:SNAIL:OCC:ES:00149,Vertiginidae,Truncatellina atomus,Truncatellina,atomus,,"(Shuttleworth, 1852)",18/09/2018,2018,empty shell,2,0,2,exact,28.09359,-15.594009,25,Los Tilos de Moya location 3,Moya,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,1 fragment and 1 complete shell
151,WL:SNAIL:OCC:ES:00150,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",20/09/2018,2018,empty shell,7,0,7,exact,27.827935,-15.757944,25,Lomo Quiebre,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
152,WL:SNAIL:OCC:ES:00151,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",20/09/2018,2018,empty shell,1,0,1,exact,27.827935,-15.757944,25,Lomo Quiebre,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
153,WL:SNAIL:OCC:ES:00152,Achatinidae,Rumina decollata,Rumina,decollata,,"(Linnaeus, 1758)",02/02/2020,2020,empty shell,3,0,3,exact,27.88516045,-15.72273827,25,Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,0,Ward Langeraert,Ward Langeraert,
154,WL:SNAIL:OCC:ES:00153,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",02/02/2020,2020,empty shell,1,0,1,exact,27.88210106,-15.72263813,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
155,WL:SNAIL:OCC:ES:00154,Enidae,Napaeus cf. venegueraensis,Napaeus,cf. venegueraensis,,,02/02/2020,2020,empty shell,1,0,1,exact,27.88209724,-15.7226572,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,1,Ward Langeraert,Ward Langeraert,"smaller and with a more pointed top, subadult of N. venegueraensis?"
156,WL:SNAIL:OCC:ES:00155,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",02/02/2020,2020,empty shell,5,0,5,exact,27.88208199,-15.72263145,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,1,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
157,WL:SNAIL:OCC:ES:00156,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,02/02/2020,2020,empty shell,2,2,0,exact,27.88204002,-15.72261715,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,1,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
158,WL:SNAIL:OCC:ES:00157,Enidae,Napaeus cf. venegueraensis,Napaeus,cf. venegueraensis,,,02/02/2020,2020,empty shell,2,0,2,exact,27.88191414,-15.7225256,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,2,Ward Langeraert,Ward Langeraert,"smaller and with a more pointed top, subadult of N. venegueraensis?"
159,WL:SNAIL:OCC:ES:00158,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",02/02/2020,2020,empty shell,6,1,5,exact,27.88191414,-15.72252655,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,2,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
160,WL:SNAIL:OCC:ES:00159,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,02/02/2020,2020,empty shell,2,1,1,exact,27.88191032,-15.7225399,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,2,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
161,WL:SNAIL:OCC:ES:00160,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",02/02/2020,2020,empty shell,11,2,9,exact,27.88169289,-15.72261906,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,2,Ward Langeraert,Ward Langeraert,
162,WL:SNAIL:OCC:ES:00161,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",02/02/2020,2020,empty shell,2,0,2,exact,27.88163757,-15.72260857,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,2,Ward Langeraert,Ward Langeraert,
163,WL:SNAIL:OCC:ES:00162,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,02/02/2020,2020,empty shell,2,1,1,exact,27.88152885,-15.722188,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,3,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
164,WL:SNAIL:OCC:ES:00163,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",02/02/2020,2020,empty shell,5,0,5,exact,27.88153458,-15.72218418,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,3,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
165,WL:SNAIL:OCC:ES:00164,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",02/02/2020,2020,empty shell,3,1,2,exact,27.88145065,-15.72210503,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,3,Ward Langeraert,Ward Langeraert,
166,WL:SNAIL:OCC:ES:00165,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",02/02/2020,2020,empty shell,40,,,estimate,27.88132095,-15.72196484,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,3,Ward Langeraert,Ward Langeraert,
167,WL:SNAIL:OCC:ES:00166,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",02/02/2020,2020,empty shell,3,2,1,exact,27.88147736,-15.72189999,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,3,Ward Langeraert,Ward Langeraert,
168,WL:SNAIL:OCC:ES:00167,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",02/02/2020,2020,empty shell,1,0,1,exact,27.88153648,-15.72183704,25,Barranco de Mogán eastern slope (E of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,3,Ward Langeraert,Ward Langeraert,
169,WL:SNAIL:OCC:ES:00168,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",03/02/2020,2020,empty shell,10,,,estimate,27.88410759,-15.72475529,25,Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,4,Ward Langeraert,Ward Langeraert,
170,WL:SNAIL:OCC:ES:00169,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",03/02/2020,2020,empty shell,50,,,estimate,27.88410759,-15.72475529,25,Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,4,Ward Langeraert,Ward Langeraert,
171,WL:SNAIL:OCC:ES:00170,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",03/02/2020,2020,empty shell,1,0,1,exact,27.88410759,-15.72475719,25,Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,4,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
172,WL:SNAIL:OCC:ES:00171,Ferussaciidae,Ferussacia folliculum,Ferussacia,folliculum,,"(Schröter, 1784)",03/02/2020,2020,empty shell,2,0,2,exact,27.88410759,-15.72475624,25,Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,4,Ward Langeraert,Ward Langeraert,
173,WL:SNAIL:OCC:ES:00172,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",03/02/2020,2020,empty shell,9,,,exact,27.88528061,-15.72516441,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
174,WL:SNAIL:OCC:ES:00173,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",03/02/2020,2020,empty shell,1,,,exact,27.88528252,-15.72548389,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
175,WL:SNAIL:OCC:ES:00174,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",03/02/2020,2020,empty shell,1,,,exact,27.88598061,-15.72670746,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
176,WL:SNAIL:OCC:ES:00175,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",03/02/2020,2020,empty shell,4,,,exact,27.88597488,-15.72673035,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
177,WL:SNAIL:OCC:ES:00176,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",03/02/2020,2020,empty shell,3,0,3,exact,27.88602066,-15.72681427,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
178,WL:SNAIL:OCC:ES:00177,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",03/02/2020,2020,empty shell,10,,,exact,27.88627243,-15.72689629,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
179,WL:SNAIL:OCC:ES:00178,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",03/02/2020,2020,empty shell,10,,,exact,27.88627052,-15.72689533,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
180,WL:SNAIL:OCC:ES:00179,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",03/02/2020,2020,empty shell,8,1,7,exact,27.88806534,-15.72826767,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,5,Ward Langeraert,Ward Langeraert,
181,WL:SNAIL:OCC:ES:00180,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",03/02/2020,2020,empty shell,15,,,estimate,27.88805008,-15.72824383,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,5,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
182,WL:SNAIL:OCC:ES:00181,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",03/02/2020,2020,empty shell,40,,,estimate,27.8886776,-15.72851372,25,Barranco de Mogán western slope (W of Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,5,Ward Langeraert,Ward Langeraert,
183,WL:SNAIL:OCC:ES:00182,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",03/02/2020,2020,empty shell,20,,,estimate,27.88955688,-15.72931767,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,6,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
184,WL:SNAIL:OCC:ES:00183,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",03/02/2020,2020,empty shell,3,0,3,exact,27.88958168,-15.72927761,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,6,Ward Langeraert,Ward Langeraert,
185,WL:SNAIL:OCC:ES:00184,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,03/02/2020,2020,empty shell,40,,,estimate,27.88936424,-15.72961044,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,6,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
186,WL:SNAIL:OCC:ES:00185,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",03/02/2020,2020,empty shell,2,1,1,exact,27.88936424,-15.72961044,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,6,Ward Langeraert,Ward Langeraert,
187,WL:SNAIL:OCC:ES:00186,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",03/02/2020,2020,empty shell,15,,,estimate,27.88934517,-15.72954178,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,6,Ward Langeraert,Ward Langeraert,
188,WL:SNAIL:OCC:ES:00187,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",03/02/2020,2020,empty shell,50,,,estimate,27.88936424,-15.72952271,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,6,Ward Langeraert,Ward Langeraert,
189,WL:SNAIL:OCC:ES:00188,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",03/02/2020,2020,alive,1,1,1,exact,27.88909149,-15.72960281,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
190,WL:SNAIL:OCC:ES:00189,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,20,,,estimate,27.8892498,-15.73009491,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,7,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
191,WL:SNAIL:OCC:ES:00190,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,50,,,estimate,27.88925171,-15.73009396,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,7,Ward Langeraert,Ward Langeraert,
192,WL:SNAIL:OCC:ES:00191,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,04/02/2020,2020,empty shell,30,,,estimate,27.8892498,-15.73009491,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,7,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
193,WL:SNAIL:OCC:ES:00192,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",04/02/2020,2020,empty shell,15,,,estimate,27.88929749,-15.73014545,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,7,Ward Langeraert,Ward Langeraert,
194,WL:SNAIL:OCC:ES:00193,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,10,,,estimate,27.88929939,-15.73014545,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
195,WL:SNAIL:OCC:ES:00194,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,0,1,exact,27.8891983,-15.73145294,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,,Ward Langeraert,Ward Langeraert,
196,WL:SNAIL:OCC:ES:00195,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,0,1,exact,27.88948631,-15.73306847,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,8,Ward Langeraert,Ward Langeraert,
197,WL:SNAIL:OCC:ES:00196,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,10,,,estimate,27.88935089,-15.73271275,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
198,WL:SNAIL:OCC:ES:00197,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,10,,,estimate,27.88932991,-15.73280811,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
199,WL:SNAIL:OCC:ES:00198,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,5,2,3,exact,27.88874435,-15.7322607,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,8,Ward Langeraert,Ward Langeraert,
200,WL:SNAIL:OCC:ES:00199,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,,,exact,27.88857651,-15.73190689,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
201,WL:SNAIL:OCC:ES:00200,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,5,,,estimate,27.88812637,-15.73120689,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
202,WL:SNAIL:OCC:ES:00201,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,10,,,estimate,27.88813782,-15.73122215,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
203,WL:SNAIL:OCC:ES:00202,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,10,,,estimate,27.88813019,-15.73115349,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
204,WL:SNAIL:OCC:ES:00203,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,2,,,exact,27.88809395,-15.73092747,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,8,Ward Langeraert,Ward Langeraert,
205,WL:SNAIL:OCC:ES:00204,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,40,,,estimate,27.88806915,-15.73110485,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,9,Ward Langeraert,Ward Langeraert,
206,WL:SNAIL:OCC:ES:00205,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",04/02/2020,2020,empty shell,6,2,4,exact,27.88795471,-15.73107624,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,9,Ward Langeraert,Ward Langeraert,
207,WL:SNAIL:OCC:ES:00206,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,28,4,24,exact,27.88806915,-15.73110485,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,9,Ward Langeraert,Ward Langeraert,
